13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
13	13	13	13	13	13	13	12	12	12	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
13	13	13	13	13	13	13	12	11	12	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	12	12	12	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
13	13	13	13	13	13	13	12	11	12	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	12	11	12	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
13	13	13	13	13	13	12	11	11	11	12	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	12	11	12	13	13	2	2	2	2	2	2	2	2	2	2	2	13	13	13
13	13	13	13	13	12	12	11	12	11	12	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	12	11	12	13	13	2	5	5	5	5	5	5	5	5	5	2	13	13	13
13	13	13	13	13	12	11	11	12	11	11	12	12	12	12	12	13	13	13	13	13	13	12	12	12	12	13	13	13	13	13	12	11	12	13	13	13	2	2	5	5	5	5	5	5	2	2	13	13	13
13	13	13	13	13	12	11	11	12	11	11	12	11	12	11	12	12	12	12	12	12	12	11	11	11	12	12	12	12	12	12	12	11	12	12	12	12	12	13	2	2	2	5	5	2	2	13	13	13	13
13	13	13	13	13	12	11	12	12	12	11	12	11	11	12	11	12	11	11	11	12	12	12	12	12	11	12	12	11	11	11	12	11	12	11	11	11	12	12	13	2	2	5	5	2	13	13	13	13	13
13	13	13	13	12	12	11	12	12	12	11	12	11	12	12	12	11	12	12	12	11	12	12	12	12	11	12	11	11	12	12	11	11	11	12	12	12	11	12	2	2	5	5	2	2	13	13	13	13	13
13	13	13	13	12	11	11	11	11	11	11	11	11	12	12	12	11	12	12	12	12	12	11	11	11	11	12	11	12	12	12	12	11	11	12	12	12	11	12	2	5	5	2	2	13	13	13	13	13	13
13	13	13	13	12	11	11	12	12	12	11	11	11	12	13	12	11	12	12	12	12	11	12	12	12	11	12	11	12	12	12	12	11	11	11	11	11	12	2	5	5	2	2	13	13	13	13	13	13	13
13	13	13	13	12	11	12	12	12	12	12	11	11	12	13	12	11	12	12	12	12	11	12	12	12	11	12	11	12	12	12	12	11	11	12	12	12	2	2	5	2	2	13	13	13	13	13	13	13	13
13	13	13	13	12	11	12	13	13	13	12	11	11	12	13	12	11	12	12	12	11	11	12	12	12	11	12	11	11	12	12	11	11	11	12	12	2	2	5	5	2	13	13	13	13	13	13	13	13	13
13	13	13	13	12	11	12	13	13	13	12	11	11	12	13	12	12	11	11	11	12	12	11	11	11	12	11	12	11	11	11	12	11	12	11	2	2	5	5	2	2	13	13	13	13	13	13	13	13	13
13	13	13	13	12	12	12	13	13	13	12	12	12	12	13	13	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	2	5	5	2	2	2	2	13	13	13	13	13	13	13	13
13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	2	2	5	5	5	5	5	2	2	2	2	13	13	13	13	13
13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	2	5	5	5	5	5	5	5	5	5	5	2	13	13	13	13
13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	2	2	2	2	2	2	2	2	2	2	2	2	13	13	13	13
13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
